researchproblem,researchproblemLabel,paperCount
http://orkg.org/orkg/resource/R108703,Genetic diversity of Rhizoctonia AG3-PT solani species ,1
http://orkg.org/orkg/resource/R9495,Computing solutions ,1
http://orkg.org/orkg/resource/R70332,Continuous integration (CI),1
http://orkg.org/orkg/resource/R78083,plant material status,1
http://orkg.org/orkg/resource/R70385,Investment Costs,1
http://orkg.org/orkg/resource/R5106,medicine,1
http://orkg.org/orkg/resource/R53022,Reevaluation of the carcinogenicity of nitrobenzene,1
http://orkg.org/orkg/resource/R8092,intercultural communication of research,1
http://orkg.org/orkg/resource/R78081,disease,1
http://orkg.org/orkg/resource/R8064,wind extremes,1
http://orkg.org/orkg/resource/R58023,Neubewertung des MAK-Wertes für Wasserstoffperoxid,1
http://orkg.org/orkg/resource/R46463,learn contextsensitive convolutional filters for text processing,1
http://orkg.org/orkg/resource/R34983,Global Analysis,1
http://orkg.org/orkg/resource/R146973,Studies the performance of closed-loop controllers to resusication of hemorrhagic shock using different fluids,1
http://orkg.org/orkg/resource/R53321,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R50410,diagnosis of acute lymphoblastic leukemia,1
http://orkg.org/orkg/resource/R69497,Neubewertung der krebserzeugenden Wirkung und Bewertung eines MAK-Wertes und der fruchtschädigenden Wirkung von allen Kresol Isomeren,1
http://orkg.org/orkg/resource/R53395,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R46439,Machine comprehension of text,1
http://orkg.org/orkg/resource/R51117,"Verification of a biomonitoring method for the determination of alcohols, ketones and ethers in urine",1
http://orkg.org/orkg/resource/R68732,Evaluierung der Expositionsäquivalente für krebserzeugende Arbeitsstoffe für Pentachlorphenol,1
http://orkg.org/orkg/resource/R49583,Linked research data,1
http://orkg.org/orkg/resource/R110438,electric machine,1
http://orkg.org/orkg/resource/R138333,A valid Combination of SELENE and Chandrayan-1 datasets to estimate the composition of geologic units,1
http://orkg.org/orkg/resource/R109540,Joint optimization of Age of Information and Energy Efficiency in IoT Networks,1
http://orkg.org/orkg/resource/R109627,National viral hepatitis reponse,1
http://orkg.org/orkg/resource/R147468,Identification of Gossan Zones using Landsat 8 OLI in Saudi Arabia,1
http://orkg.org/orkg/resource/R141118,Investment,1
http://orkg.org/orkg/resource/R107828,“How can we design ways for adult educators to provide learning support online in a way that also cultivates autonomy and encourages youth as creative producers?,1
http://orkg.org/orkg/resource/R8363,Semantic representation of scholarly communication,1
http://orkg.org/orkg/resource/R70081,Antiviral activity against SARS coronavirus Toronto-2,1
http://orkg.org/orkg/resource/R157116,General-purpose text annotation tool,1
http://orkg.org/orkg/resource/R67678,Reevaluation of the maximum concentration at the workplace (MAK value) for N-methylaniline,1
http://orkg.org/orkg/resource/R146950,closed-loop control of hemorrhage resusication,1
http://orkg.org/orkg/resource/R68967,Neubewertung der krebserzeugenden und keimzellmutagenen Wirkung für 2-Butenal (Crotonaldehyd),1
http://orkg.org/orkg/resource/R113038,Create a web-application that visualizes both ontologies and instance data as graphs,1
http://orkg.org/orkg/resource/R108884,Examining of urban household farming in food security status,1
http://orkg.org/orkg/resource/R53308,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R70334,Semantic checks,1
http://orkg.org/orkg/resource/R74150,Smart City's dashboards creation,1
http://orkg.org/orkg/resource/R43003,Model Composability,1
http://orkg.org/orkg/resource/R127504,Humor Detection,1
http://orkg.org/orkg/resource/R75795,Counterfactual recognition,1
http://orkg.org/orkg/resource/R110593,how ethanol induces Alzheimer's disease pathogensis ,1
http://orkg.org/orkg/resource/R140068,aims to suggest a model that incorporates factors that affect the decision of establishing a startup by developers who have participated in open data hackathons,1
http://orkg.org/orkg/resource/R50620,Schädigung durch maximale Konzentration von α‐Aluminiumoxid (α‐Al2O3) am Arbeitsplatz,1
http://orkg.org/orkg/resource/R129307,Skills Assessment,1
http://orkg.org/orkg/resource/R147451,Characterization of hydrothermal alteration mineral deposits using Landsat 8,1
http://orkg.org/orkg/resource/R68229,"Reevaluation of the maximum concentration at the workplace (MAK value) for n-, sec-, iso- and tert-butylamine",1
http://orkg.org/orkg/resource/R67667,Reevaluation of all toxilogical endpoints for chlorothalonil,1
http://orkg.org/orkg/resource/R75640,Prevalence of epilepsy in Europe,1
http://orkg.org/orkg/resource/R155406,CRISM data for identifyng Silica deposits on Mars,1
http://orkg.org/orkg/resource/R8115,mmu-miR-26a,1
http://orkg.org/orkg/resource/R69522,Neubewertung von Kreatinin als Referenzparameter für die Konzentration von Substanzen im Urin,1
http://orkg.org/orkg/resource/R69747,Entwicklung einer Biomonitoring-Methode zur Bestimmung von Ochratoxin A in Serum,1
http://orkg.org/orkg/resource/R155264,hybrid symbolic,1
http://orkg.org/orkg/resource/R5231,gender bias,1
http://orkg.org/orkg/resource/R108925,publishing,1
http://orkg.org/orkg/resource/R140858,Detecting Minimal Semantic Units and their Meanings,1
http://orkg.org/orkg/resource/R8846,comparison of staining effect of distilled water with 5% phosphotungstic acid (PTA) on different structures,1
http://orkg.org/orkg/resource/R151691,X-ray laser physics,1
http://orkg.org/orkg/resource/R8117,bone defect,1
http://orkg.org/orkg/resource/R141025,Mental Health Informatics,1
http://orkg.org/orkg/resource/R147375,Separation of Mine and Non-Mine Water Bodies From Landsat 8 OLI,1
http://orkg.org/orkg/resource/R138178,Lunar regolith and substructure at South Pole-Aitken basin using Lunar Penetrating Radar,1
http://orkg.org/orkg/resource/R114063,avoiding pre-processed metadata,1
http://orkg.org/orkg/resource/R48131,Test hits to determine their Minimal Inhibitory Concentration(MIC) for Y. pseudotuberculosis(YP126) growth.,1
http://orkg.org/orkg/resource/R139709,How to bridge the gap between the physical and the digital by means of technology in museums?,1
http://orkg.org/orkg/resource/R68035,Verifizierung einer Biomonitoring Methode zur Bestimmung von 4-tert-octylphenol,1
http://orkg.org/orkg/resource/R4864,forecasting research trends,1
http://orkg.org/orkg/resource/R68012,Validation of a measurement procedure for the determination of benzyl alcohol in workplace air,1
http://orkg.org/orkg/resource/R146972,In-vivo evaluation of rule-based controllers,1
http://orkg.org/orkg/resource/R8053,multi‐model ensemble,1
http://orkg.org/orkg/resource/R136039,User profile,1
http://orkg.org/orkg/resource/R51152,Reevaluation of the BAT value for Chlorobenzene,1
http://orkg.org/orkg/resource/R107641,Data Connectivity,1
http://orkg.org/orkg/resource/R41558,extract relations between entities,1
http://orkg.org/orkg/resource/R44226,Classifying semantic relations between entity pairs in sentences,1
http://orkg.org/orkg/resource/R109635,National viral hepatitis response,1
http://orkg.org/orkg/resource/R5172,Identifying RDF datasets,1
http://orkg.org/orkg/resource/R137089,Mineral characterization in more than one wavelength range of Electromagnetic spectrum.,1
http://orkg.org/orkg/resource/R70386,Educated Workers,1
http://orkg.org/orkg/resource/R110758,What are the strengths and main limitations of this methodology to be taken into account for future applications?,1
http://orkg.org/orkg/resource/R41218,the overlapping triple problem where multiple relational triples in the same sentence share the same entities,1
http://orkg.org/orkg/resource/R145682,Country-level dialect identification,1
http://orkg.org/orkg/resource/R138074,Automatic generation of source code,1
http://orkg.org/orkg/resource/R46048,3D face recognition as a solution for 2D face recognition limits,1
http://orkg.org/orkg/resource/R75696,Dietary Pattern and Obesity,1
http://orkg.org/orkg/resource/R111814, Linked Data,1
http://orkg.org/orkg/resource/R77136,name authorities,1
http://orkg.org/orkg/resource/R9336,comparison of staining effect of osmium cut end en bloc (2x) with uranyl acetate and lead citrate on different features of human hair,1
http://orkg.org/orkg/resource/R48032,The Karoo Supergroup is not known to host any major iron and manganese-rich sedimentary beds that could be parent to the supergene wad deposits.,1
http://orkg.org/orkg/resource/R74478,Big Data,1
http://orkg.org/orkg/resource/R144345,Lipid nanocapsules as drug carriers,1
http://orkg.org/orkg/resource/R75050,Pulsed electric field (PEF) treatment for bioactive compounds extraction,1
http://orkg.org/orkg/resource/R108906,Production - Maintenance activity planning,1
http://orkg.org/orkg/resource/R140818,Limestone mineral identification using Hyperion imagery,1
http://orkg.org/orkg/resource/R48031,The nature and origin of the precursor parent rock of the saprolitic ferromanganese wad.,1
http://orkg.org/orkg/resource/R110392,The use of silicon carbide thin films in hydrogen gas sensor,1
http://orkg.org/orkg/resource/R138530,Adjoint based sensitivity,1
http://orkg.org/orkg/resource/R143610,Role of remote sensing in monitoring surface soil moisture,1
http://orkg.org/orkg/resource/R139809,What factors lead to heritage contestation?,1
http://orkg.org/orkg/resource/R69714,Reevaluaution of creatinine as reference parameter for the concentration of substances in urine,1
http://orkg.org/orkg/resource/R74274,Model-driving engineering,1
http://orkg.org/orkg/resource/R109221,Feature extraction from the sensors with limited wavelength range was not accurate and sufficient.,1
http://orkg.org/orkg/resource/R67622,Evaluation of a biological reference value (BAR) for dibutyl phosphate in urine,1
http://orkg.org/orkg/resource/R52373,Evaluation of a momentary value for Trimethylamine,1
http://orkg.org/orkg/resource/R147488,"Mineral mapping using Landsat OLI in Bas Draa inlier, Moroccan Anti Atlas",1
http://orkg.org/orkg/resource/R110763,Provides a set of definitions of nexus perspective,1
http://orkg.org/orkg/resource/R9579,"Procedural, Temporal and Spatial Questions in QA",1
http://orkg.org/orkg/resource/R68005,"Neubewertung von N,N-Dimethylformamid und Festlegung eines Biologischen Arbeitsstoff-Toleranzwertes (BAT)",1
http://orkg.org/orkg/resource/R50540,Schädigung durch maximale Konzentration von Xylidin am Arbeitsplatz,1
http://orkg.org/orkg/resource/R51430,Verifizierung einer Biomonitoring-Methode zur Bestimmung von Arsenspezies in Urin,1
http://orkg.org/orkg/resource/R44234,Named Entity Recognition,1
http://orkg.org/orkg/resource/R147734,domain-specific long-tail entity recognition,1
http://orkg.org/orkg/resource/R8723,CMIP5,1
http://orkg.org/orkg/resource/R41462,Pluralism,1
http://orkg.org/orkg/resource/R136276,repository mapping,1
http://orkg.org/orkg/resource/R69057,Neubewertung des MAK-Wertes und der fruchtschädigenden Wirkung von Methylvinylether,1
http://orkg.org/orkg/resource/R76769,survey about the recent advances toward the construction of fault KG,1
http://orkg.org/orkg/resource/R138407,Primary production assessment in the central Bay of Bengal,1
http://orkg.org/orkg/resource/R108913,Institutional economics narrative of domestic water scarcity,1
http://orkg.org/orkg/resource/R5046,Data Completeness,1
http://orkg.org/orkg/resource/R69505,"Neubewertung der krebserzeugenden Wirkung, des MAK-Wertes und der fruchtschädigenden Wirkung für Nitriolotriessigsäure und ihrer Natriumsalze",1
http://orkg.org/orkg/resource/R139652,To estimate mineralogical diversity in Mawrth Vallis region on Mars,1
http://orkg.org/orkg/resource/R108152,"Comparative study of Landsat multispectral datasets, Hyperion hyperspectral datasets and reference basemap for the indentification of carbonates in the Tamil Nadu State, India.",1
http://orkg.org/orkg/resource/R110635,Comparision between Exod 3-4 and Ezek 1-3,1
http://orkg.org/orkg/resource/R68964,Neubewertung der fruchtschädigenden Wirkung für tert-Butanol,1
http://orkg.org/orkg/resource/R8038,CMIP5,1
http://orkg.org/orkg/resource/R53140,Reevaluation of all toxicological endpoints of citric acid,1
http://orkg.org/orkg/resource/R39125,Simulation,1
http://orkg.org/orkg/resource/R109094,Mobile Linked Data,1
http://orkg.org/orkg/resource/R144027,Raman spectral analysis for joaquinite minerals,1
http://orkg.org/orkg/resource/R140826,"Sub-pixel mineral investigation using Hyperion data in Rajasthan, India",1
http://orkg.org/orkg/resource/R67767,Neubewertung des MAK-Wertes für Methanol,1
http://orkg.org/orkg/resource/R53094,Reevaluation of the MAK value for Ethylene glycol dinitrate,1
http://orkg.org/orkg/resource/R123479,PointGoal Navigation,1
http://orkg.org/orkg/resource/R8065,climate change,1
http://orkg.org/orkg/resource/R69734,Reevaluation of molybdenum and its compounds,1
http://orkg.org/orkg/resource/R143758,Spectral library for remote sensing of urban materials,1
http://orkg.org/orkg/resource/R2088,Merge Conflict Detection,1
http://orkg.org/orkg/resource/R68417,to update the exist findings about the face-to-face and online methods to provide infomraiton literacy training in universities,1
http://orkg.org/orkg/resource/R9174,predicting the extent of future biodiversity loss and identifying which processes may forestall extinction,1
http://orkg.org/orkg/resource/R38569,Web Supervised Learning,1
